Matricola,Esame
914060,Ingegneria Biomedica
914060,Lettere e Filosofia
914060,Scienze della Comunicazione
914060,Ingegneria Civile
914060,Informatica Teorica
116621,Farmacia
116621,Ingegneria Biomedica
116621,Filosofia della Scienza
116621,Chimica
116621,Architettura
116621,Economia dell'Ambiente
116621,Scienze della Comunicazione
116621,Scienze Ambientali
116621,Programmazione Logica
116621,Epidemiologia
116621,Psicopatologia
116621,Biologia
116621,Fisiologia
116621,Scienze alimentari
116621,Machine Learning
116621,Scienze Biologiche
116621,Informatica Teorica
116621,Scienza Politica
822717,Lettere e Filosofia
822717,Storia dell’Arte
822717,Diritto Pubblico
822717,Astrofisica
822717,Scienze della Formazione
822717,Informatica
822717,Scienze della Comunicazione
822717,Statistica
822717,Scienze Veterinarie
822717,Filosofia della Scienza
822717,Psicopatologia
822717,Lingue Straniere
822717,Marketing
822717,Medicina
603583,Psicologia del Lavoro
603583,Programmazione Logica
603583,Scienze Politiche
603583,Farmacia
603583,Chimica
603583,Economia Aziendale
603583,Filosofia della Scienza
603583,Machine Learning
603583,Scienze Biologiche
603583,Scienze Ambientali
603583,Sociologia del Lavoro
977227,Biologia
977227,Programmazione Logica
977227,Neuroscienze
977227,Ingegneria Meccanica
977227,Scienze Biologiche
977227,Scienze Ambientali
977227,Scienze Naturali
977227,Statistica Sociale
444346,Economia dell'Ambiente
444346,Immunologia
444346,Epidemiologia
444346,Genetica
444346,Biologia
444346,Ingegneria Civile
444346,Filosofia della Scienza
444346,Psicologia del Lavoro
444346,Ingegneria Biomedica
444346,Statistica
444346,Bioinformatica
444346,Diritto Internazionale
167612,Ingegneria Informatica
167612,Immunologia
167612,Sociologia del Lavoro
167612,Chimica
167612,Storia dell’Arte
167612,Scienze Geografiche
167612,Scienze dei Materiali
167612,Scienze Ambientali
996050,Ingegneria Meccanica
996050,Geologia
996050,Scienze Biologiche
996050,Diritto Privato
996050,Economia Aziendale
996050,Scienze della Comunicazione
996050,Neuroscienze
996050,Informatica
996050,Diritto Pubblico
996050,Ingegneria Civile
996050,Informatica Teorica
996050,Medicina
996050,Epidemiologia
451355,Chimica
451355,Intelligenza Artificiale
451355,Astrofisica
451355,Matematica
451355,Biochimica
451355,Diritto Privato
451355,Epidemiologia
451355,Economia dell'Ambiente
358428,Statistica Sociale
358428,Epidemiologia
358428,Chimica
358428,Medicina
358428,Scienze Ambientali
358428,Economia
358428,Scienze della Comunicazione
125338,Calcolo Numerico
125338,Programmazione Logica
125338,Ingegneria Biomedica
125338,Biochimica
125338,Fisica
125338,Scienze della Comunicazione
125338,Psicologia
125338,Architettura
125338,Machine Learning
597630,Biochimica
597630,Scienze Ambientali
597630,Ingegneria Informatica
597630,Economia
597630,Fisiologia
597630,Psicopatologia
597630,Lettere e Filosofia
597630,Scienze della Comunicazione
597630,Scienze della Formazione
597630,Informatica
597630,Matematica
597630,Lingue Straniere
597630,Scienze Biologiche
597630,Sociologia del Lavoro
597630,Scienze Veterinarie
556724,Geografia Economica
556724,Geologia
556724,Calcolo Numerico
556724,Chimica
556724,Economia Aziendale
556724,Machine Learning
556724,Scienze Veterinarie
556724,Filosofia della Scienza
556724,Biologia
556724,Neuroscienze
556724,Matematica
991857,Diritto Privato
991857,Diritto Internazionale
991857,Machine Learning
991857,Lingue Straniere
991857,Economia dell'Ambiente
991857,Farmacia
991857,Calcolo Numerico
991857,Scienze della Comunicazione
474484,Genetica
474484,Farmacologia
474484,Economia dell'Ambiente
474484,Informatica Teorica
474484,Neuroscienze
474484,Statistica
474484,Scienze Naturali
474484,Storia dell’Arte
474484,Psicologia del Lavoro
474484,Scienze Veterinarie
474484,Geografia Economica
474484,Psicopatologia
474484,Scienza Politica
474484,Scienze Geografiche
474484,Ingegneria Civile
474484,Odontoiatria
474484,Programmazione Logica
474484,Astrofisica
717685,Scienze della Formazione
717685,Ingegneria Civile
111451,Economia dell'Ambiente
111451,Neuroscienze
111451,Filosofia della Scienza
111451,Ingegneria Meccanica
111451,Fisiologia
111451,Scienze dei Materiali
111451,Scienze Ambientali
111451,Ingegneria Civile
111451,Matematica
111451,Scienze Biologiche
111451,Odontoiatria
111451,Machine Learning
111451,Programmazione Logica
111451,Geologia
101905,Calcolo Numerico
101905,Scienza Politica
101905,Economia dell'Ambiente
101905,Scienze Ambientali
101905,Genetica
101905,Psicologia
101905,Machine Learning
101905,Geologia
101905,Psicologia del Lavoro
101905,Matematica
101905,Lettere e Filosofia
101905,Storia dell’Arte
530653,Biochimica
530653,Informatica Teorica
530653,Farmacologia
530653,Ingegneria Civile
530653,Lettere e Filosofia
530653,Psicologia del Lavoro
530653,Scienze Geografiche
530653,Geologia
530653,Machine Learning
530653,Medicina
530653,Scienze Biologiche
530653,Statistica
530653,Scienze dei Materiali
530653,Scienze Veterinarie
530653,Neuroscienze
536140,Medicina
536140,Diritto Pubblico
536140,Calcolo Numerico
536140,Neuroscienze
536140,Scienze Geografiche
536140,Programmazione Logica
536140,Scienze Ambientali
913208,Fisiologia
913208,Diritto Privato
913208,Bioinformatica
913208,Geologia
913208,Ingegneria Meccanica
913208,Lettere e Filosofia
913208,Scienze Naturali
913208,Economia
913208,Calcolo Numerico
913208,Psicopatologia
913208,Psicologia del Lavoro
671741,Scienze Ambientali
671741,Biologia
671741,Diritto Internazionale
671741,Economia Aziendale
671741,Diritto Pubblico
671741,Biochimica
671741,Chimica
671741,Scienze della Formazione
671741,Farmacologia
671741,Ingegneria Meccanica
671741,Geografia Economica
671741,Statistica
671741,Matematica
671741,Statistica Sociale
671741,Scienze Naturali
671741,Scienza Politica
671741,Diritto Privato
280548,Genetica
280548,Scienze Geografiche
280548,Architettura
280548,Scienze alimentari
280548,Medicina
280548,Filosofia della Scienza
280548,Lettere e Filosofia
280548,Statistica
280548,Calcolo Numerico
280548,Storia dell’Arte
280548,Neuroscienze
180252,Fisiologia
180252,Epidemiologia
180252,Lingue Straniere
180252,Filosofia della Scienza
180252,Farmacologia
180252,Storia dell’Arte
180252,Bioinformatica
180252,Economia dell'Ambiente
180252,Scienze Ambientali
180252,Statistica
180252,Ingegneria Civile
180252,Scienza Politica
281241,Scienze Veterinarie
281241,Geologia
281241,Economia Aziendale
281241,Fisica
281241,Psicopatologia
281241,Diritto Privato
281241,Matematica
281241,Scienze della Comunicazione
281241,Statistica
281241,Informatica Teorica
281241,Scienze della Formazione
281241,Medicina
281241,Lingue Straniere
281241,Ingegneria Meccanica
246526,Lingue Straniere
246526,Calcolo Numerico
246526,Neuroscienze
246526,Chimica
584835,Scienze alimentari
584835,Ingegneria Civile
584835,Fisica
584835,Scienze Ambientali
584835,Immunologia
584835,Calcolo Numerico
584835,Biochimica
584835,Scienze Geografiche
584835,Geologia
286878,Lettere e Filosofia
286878,Sociologia
286878,Scienze Ambientali
286878,Statistica
286878,Ingegneria Meccanica
286878,Psicologia
286878,Diritto Internazionale
286878,Epidemiologia
286878,Geologia
286878,Lingue Straniere
286878,Diritto Privato
538442,Psicologia
538442,Farmacia
538442,Geografia Economica
538442,Machine Learning
538442,Scienze della Comunicazione
538442,Scienze dei Materiali
538442,Economia
538442,Diritto Privato
538442,Ingegneria Elettronica
538442,Bioinformatica
326296,Scienze Biologiche
326296,Architettura
326296,Informatica
326296,Ingegneria Elettronica
326296,Scienze Politiche
326296,Psicopatologia
326296,Farmacia
326296,Epidemiologia
326296,Scienze Ambientali
326296,Scienza Politica
326296,Biologia
326296,Diritto Privato
326296,Ingegneria Meccanica
505449,Calcolo Numerico
505449,Ingegneria Elettronica
505449,Immunologia
505449,Sociologia
505449,Geografia Economica
505449,Neuroscienze
505449,Scienze Naturali
308276,Odontoiatria
308276,Economia dell'Ambiente
308276,Diritto Pubblico
308276,Statistica
508529,Biologia
508529,Geologia
508529,Scienze Biologiche
508529,Bioinformatica
508529,Informatica Teorica
508529,Sociologia del Lavoro
508529,Scienze Geografiche
508529,Neuroscienze
508529,Scienze della Comunicazione
508529,Architettura
508529,Lettere e Filosofia
508529,Scienze Naturali
591158,Scienze Geografiche
591158,Diritto Pubblico
591158,Ingegneria Civile
591158,Fisica
591158,Odontoiatria
591158,Statistica Sociale
591158,Ingegneria Meccanica
591158,Immunologia
591158,Economia dell'Ambiente
591158,Sociologia del Lavoro
591158,Farmacologia
591158,Geografia Economica
591158,Psicologia del Lavoro
591158,Statistica
914797,Farmacia
914797,Scienze Naturali
914797,Epidemiologia
914797,Informatica
914797,Ingegneria Elettronica
914797,Programmazione Logica
914797,Matematica
914797,Filosofia della Scienza
914797,Scienza Politica
914797,Fisiologia
914797,Ingegneria Meccanica
914797,Bioinformatica
914797,Scienze Ambientali
914797,Statistica
914797,Statistica Sociale
914797,Diritto Pubblico
914797,Sociologia
914797,Sociologia del Lavoro
258031,Scienze Ambientali
258031,Diritto Internazionale
258031,Scienze Biologiche
258031,Diritto Pubblico
995651,Scienze della Comunicazione
995651,Immunologia
995651,Geologia
995651,Lingue Straniere
995651,Architettura
995651,Calcolo Numerico
995651,Genetica
995651,Marketing
995651,Machine Learning
995651,Ingegneria Elettronica
995651,Diritto Pubblico
995651,Scienze Politiche
995651,Epidemiologia
995651,Ingegneria Civile
995651,Scienza Politica
995651,Neuroscienze
995651,Diritto Privato
995651,Statistica
711360,Architettura
711360,Scienze Biologiche
711360,Scienze Geografiche
711360,Machine Learning
711360,Geografia Economica
711360,Ingegneria Meccanica
711360,Economia
711360,Diritto Internazionale
711360,Calcolo Numerico
711360,Sociologia del Lavoro
711360,Psicopatologia
711360,Genetica
711360,Matematica
711360,Programmazione Logica
711360,Farmacologia
711360,Psicologia
711360,Statistica
947696,Geografia Economica
947696,Marketing
947696,Scienze della Formazione
947696,Psicologia
947696,Calcolo Numerico
947696,Statistica Sociale
947696,Informatica
947696,Astrofisica
947696,Farmacia
947696,Ingegneria Biomedica
947696,Psicopatologia
947696,Odontoiatria
947696,Biologia
159780,Medicina
159780,Ingegneria Meccanica
159780,Matematica
159780,Scienze Geografiche
159780,Scienze Politiche
159780,Psicopatologia
159780,Scienze Veterinarie
159780,Bioinformatica
159780,Diritto Pubblico
159780,Odontoiatria
159780,Chimica
159780,Genetica
159780,Informatica Teorica
159780,Psicologia
159780,Statistica Sociale
771761,Matematica
771761,Genetica
771761,Fisica
771761,Scienze Ambientali
771761,Neuroscienze
771761,Ingegneria Elettronica
771761,Machine Learning
771761,Economia Aziendale
771761,Ingegneria Biomedica
771761,Biologia
771761,Architettura
771761,Psicopatologia
771761,Scienze Naturali
931161,Farmacia
931161,Fisica
931161,Ingegneria Informatica
931161,Storia dell’Arte
931161,Psicopatologia
931161,Biochimica
931161,Machine Learning
931161,Scienze Biologiche
931161,Ingegneria Meccanica
931161,Economia Aziendale
931161,Ingegneria Civile
803460,Fisiologia
803460,Sociologia del Lavoro
803460,Psicologia del Lavoro
803460,Bioinformatica
803460,Ingegneria Meccanica
428488,Calcolo Numerico
428488,Scienze Ambientali
428488,Biologia
428488,Odontoiatria
428488,Medicina
428488,Astrofisica
428488,Ingegneria Informatica
428488,Psicopatologia
428488,Lettere e Filosofia
428488,Programmazione Logica
428488,Ingegneria Meccanica
428488,Diritto Pubblico
428488,Sociologia del Lavoro
428488,Sociologia
755509,Ingegneria Meccanica
755509,Geografia Economica
755509,Programmazione Logica
755509,Psicologia del Lavoro
755509,Scienza Politica
755509,Immunologia
755509,Epidemiologia
755509,Fisiologia
755509,Ingegneria Informatica
755509,Ingegneria Biomedica
755509,Lettere e Filosofia
755509,Genetica
755509,Astrofisica
392093,Storia dell’Arte
585365,Immunologia
585365,Scienze alimentari
585365,Matematica
585365,Economia dell'Ambiente
585365,Machine Learning
585365,Farmacia
585365,Informatica
585365,Diritto Pubblico
585365,Diritto Privato
585365,Economia
585365,Informatica Teorica
585365,Lingue Straniere
585365,Lettere e Filosofia
585365,Statistica
585365,Biochimica
585365,Storia dell’Arte
220994,Scienze Politiche
220994,Epidemiologia
220994,Farmacologia
220994,Economia Aziendale
985628,Scienze Biologiche
985628,Scienze alimentari
985628,Machine Learning
985628,Fisica
985628,Ingegneria Biomedica
985628,Geografia Economica
985628,Sociologia
421871,Fisica
421871,Storia dell’Arte
421871,Scienze alimentari
421871,Biochimica
612320,Scienze della Formazione
612320,Economia
612320,Statistica Sociale
612320,Ingegneria Meccanica
612320,Psicopatologia
612320,Scienze alimentari
268246,Psicologia
268246,Scienza Politica
268246,Sociologia del Lavoro
430572,Farmacia
430572,Informatica Teorica
430572,Bioinformatica
430572,Scienze Veterinarie
430572,Lettere e Filosofia
430572,Economia Aziendale
430572,Informatica
430572,Programmazione Logica
430572,Diritto Internazionale
526270,Informatica Teorica
526270,Scienze alimentari
526270,Informatica
526270,Programmazione Logica
526270,Diritto Pubblico
526270,Scienze Geografiche
526270,Storia dell’Arte
526270,Diritto Privato
526270,Immunologia
526270,Chimica
526270,Calcolo Numerico
526270,Ingegneria Civile
526270,Geografia Economica
526270,Biochimica
255132,Filosofia della Scienza
255132,Storia dell’Arte
255132,Scienze Ambientali
255132,Intelligenza Artificiale
255132,Sociologia
255132,Scienze alimentari
255132,Statistica Sociale
255132,Economia Aziendale
255132,Chimica
921240,Genetica
921240,Filosofia della Scienza
921240,Scienze alimentari
921240,Scienze Politiche
921240,Psicologia del Lavoro
921240,Ingegneria Informatica
921240,Scienze Naturali
921240,Ingegneria Civile
921240,Diritto Pubblico
921240,Neuroscienze
921240,Diritto Privato
822580,Ingegneria Informatica
822580,Scienze Politiche
822580,Scienze Ambientali
822580,Lingue Straniere
754923,Storia dell’Arte
754923,Architettura
754923,Odontoiatria
225603,Matematica
225603,Farmacologia
225603,Lettere e Filosofia
225603,Psicologia
225603,Medicina
225603,Scienze alimentari
225603,Marketing
225603,Psicopatologia
225603,Ingegneria Meccanica
225603,Filosofia della Scienza
225603,Immunologia
736154,Diritto Internazionale
736154,Informatica
736154,Scienze Ambientali
736154,Immunologia
736154,Lingue Straniere
736154,Marketing
380751,Ingegneria Biomedica
380751,Immunologia
380751,Intelligenza Artificiale
380751,Machine Learning
380751,Farmacologia
597089,Fisica
597089,Economia
597089,Ingegneria Biomedica
597089,Scienze dei Materiali
902099,Ingegneria Civile
902099,Marketing
902099,Epidemiologia
902099,Fisiologia
902099,Scienze Veterinarie
902099,Neuroscienze
902099,Odontoiatria
902099,Chimica
902099,Diritto Pubblico
902099,Bioinformatica
902099,Sociologia del Lavoro
902099,Fisica
902099,Scienze della Comunicazione
902099,Sociologia
939551,Ingegneria Elettronica
939551,Scienze Naturali
939551,Psicologia del Lavoro
939551,Marketing
939551,Scienze alimentari
939551,Astrofisica
939551,Lettere e Filosofia
939551,Biochimica
939551,Fisiologia
939551,Bioinformatica
939551,Economia
939551,Scienze dei Materiali
939551,Informatica Teorica
580280,Diritto Pubblico
580280,Statistica Sociale
580280,Scienze della Comunicazione
580280,Scienza Politica
580280,Fisica
580280,Farmacologia
476820,Geologia
476820,Economia dell'Ambiente
476820,Lingue Straniere
476820,Calcolo Numerico
476820,Astrofisica
476820,Scienze dei Materiali
476820,Intelligenza Artificiale
476820,Scienze Biologiche
767573,Ingegneria Elettronica
767573,Diritto Internazionale
767573,Odontoiatria
767573,Psicologia del Lavoro
767573,Scienze dei Materiali
767573,Scienze Ambientali
767573,Lettere e Filosofia
767573,Medicina
767573,Diritto Pubblico
767573,Bioinformatica
596776,Farmacologia
596776,Economia Aziendale
559585,Fisica
559585,Geografia Economica
559585,Genetica
559585,Diritto Internazionale
912747,Astrofisica
912747,Scienze Geografiche
912747,Genetica
912747,Ingegneria Civile
912747,Diritto Internazionale
220123,Machine Learning
220123,Scienze dei Materiali
220123,Fisiologia
220123,Scienza Politica
220123,Informatica
220123,Filosofia della Scienza
220123,Informatica Teorica
220123,Economia
220123,Programmazione Logica
145701,Filosofia della Scienza
145701,Scienze Ambientali
145701,Bioinformatica
145701,Scienze della Comunicazione
145701,Informatica Teorica
145701,Calcolo Numerico
145701,Economia
669434,Ingegneria Informatica
669434,Scienza Politica
669434,Ingegneria Meccanica
669434,Calcolo Numerico
669434,Machine Learning
669434,Lingue Straniere
669434,Medicina
669434,Ingegneria Elettronica
669434,Statistica Sociale
669434,Bioinformatica
669434,Diritto Pubblico
669434,Lettere e Filosofia
104460,Calcolo Numerico
104460,Scienze alimentari
104460,Diritto Internazionale
104460,Programmazione Logica
104460,Chimica
104460,Sociologia del Lavoro
104460,Geologia
104460,Economia Aziendale
104460,Scienze Naturali
104460,Scienza Politica
104460,Statistica Sociale
104460,Biochimica
104460,Astrofisica
104460,Geografia Economica
104460,Statistica
104460,Scienze della Formazione
104460,Genetica
850601,Calcolo Numerico
850601,Immunologia
850601,Fisiologia
850601,Statistica
850601,Architettura
850601,Statistica Sociale
850601,Medicina
850601,Chimica
850601,Sociologia del Lavoro
850601,Scienze della Comunicazione
735774,Filosofia della Scienza
735774,Lettere e Filosofia
735774,Scienze Naturali
735774,Biochimica
735774,Architettura
735774,Economia
616659,Machine Learning
616659,Scienze Politiche
616659,Scienze dei Materiali
616659,Lettere e Filosofia
616659,Bioinformatica
616659,Statistica Sociale
616659,Economia
616659,Diritto Internazionale
616659,Scienza Politica
616659,Ingegneria Meccanica
616659,Fisica
616659,Medicina
616659,Filosofia della Scienza
616659,Scienze della Formazione
616659,Diritto Privato
616659,Architettura
616659,Scienze Veterinarie
616659,Genetica
977929,Ingegneria Informatica
977929,Scienze Geografiche
977929,Psicologia
977929,Scienze Biologiche
792502,Scienze Naturali
792502,Ingegneria Biomedica
792502,Chimica
792502,Scienze dei Materiali
792502,Scienze della Formazione
792502,Economia Aziendale
792502,Astrofisica
792502,Storia dell’Arte
792502,Farmacia
792502,Fisica
792502,Ingegneria Meccanica
792502,Psicologia del Lavoro
792502,Fisiologia
330483,Psicologia del Lavoro
330483,Farmacologia
